SECID,BOARDID,FACEVALUE,PREVLEGALCLOSEPRICE,COUPONVALUE,COUPONPERIOD,COUPONPERCENT,NEXTCOUPON,MATDATE,ACCRUEDINT,LATNAME,YIELD,DURATION,exclude
RU000A106EP1,TQCB,1000.0,98.32,14.79,30,18.0,2026-07-07,2032-05-06,7.89,PR-Leasing LLC BO 002P-02,20.75,512,True
RU000A106EV9,TQCB,500.0,99.89,0.0,0,,0000-00-00,2026-06-22,0.0,QIFA 001P-01,0.0,0,True
RU000A106EX5,TQCB,1000.0,104.99,0.1,364,0.01,2026-07-24,2026-07-24,0.0,SberIOS 001P-573R 3Y AFKS,0.0,0,True
RU000A106EZ0,TQCB,1000.0,99.34,34.28,97,12.9,2026-08-25,2026-08-25,12.02,VIS FINANCE BO-P04,20.01,63,True
RU000A106F08,TQCB,1000.0,99.88,31.16,91,12.5,2026-06-23,2026-06-23,0.0,MICRAN BO-01,0.0,0,True
RU000A106FM5,TQCB,753.69,98.49,9.86,31,15.4,2026-06-28,2033-06-28,8.27,DOM.RF Mortgage agent BO 1P34,0.0,0,True
RU000A106FN3,TQCB,1000.0,97.21,35.51,90,14.4,2026-09-11,2027-06-08,3.95,SPMK BO-02,23.73,206,True
RU000A106FR4,TQCB,800.0,99.94,41.13,182,10.31,2026-06-25,2026-06-25,40.68,Russian Highways BO-005P-01,16.16,2,True
RU000A106FT0,TQCB,600.0,99.72,13.99,91,9.35,2026-06-30,2026-06-30,12.91,Republic of Bashkortostan34013,10.18,7,True
RU000A106FV6,TQCB,1000.0,99.98,49.61,182,9.95,2026-06-26,2026-06-26,48.8,Rosselkhozbank BO-12-002P,9.85,3,True
RU000A106FW4,TQCB,1000.0,92.26,39.89,91,16.0,2026-06-26,2027-06-25,38.58,MGKL 001P-03,28.56,331,True
RU000A106G56,TQCB,1000.0,91.4118,13.0,184,2.6,2026-09-16,2028-09-16,514.80739,PhosAgro ZO28-D,6.36,791,True
RU000A106G64,TQCB,1000.0,95.3,0.3,1102,0.01,2026-07-23,2026-07-23,0.0,SberIOS 001P-574R 3Y KR9,0.0,0,True
RU000A106GB6,TQCB,1000.0,91.3,11.51,30,14.0,2026-07-18,2028-06-07,1.92,LIZING-TREYD 001P-09,27.24,328,True
RU000A106GH3,TQCB,1000.0,,55.2,182,11.07,2026-06-30,2033-06-21,53.08,RESO-LEASING BO-P-09,0.0,0,True
RU000A106GX0,TQCB,1000.0,,0.3,1096,0.01,2026-08-15,2026-08-15,0.0,SFO BCS Structured Notes 05,0.0,0,True
RU000A106GY8,TQCB,312.5,94.93,10.91,91,14.0,2026-07-02,2027-07-01,9.83,DirectLeasing BO 002P-01,27.38,174,True
RU000A106HB4,TQCB,1000.0,99.25,29.42,91,11.8,2026-07-02,2026-07-02,26.51,WHOOSH BO 001P-02,60.31,9,True
RU000A106HE8,TQCB,585.7,89.03,0.0,92,,2026-06-28,2033-06-28,0.0,DOM.RF Mortgage agent BO 1P36,0.0,0,True
RU000A106HF5,TQCB,1000.0,99.5,30.67,91,12.3,2026-07-06,2026-07-06,26.28,Elektroresheniya 001P-01,41.6,13,True
RU000A106J04,TQCB,1000.0,99.23,39.89,91,16.0,2026-07-07,2026-07-07,33.75,Urozhai BO-03,43.26,14,True
RU000A106J20,TQCB,1000.0,,54.05,182,10.84,2026-07-08,2026-07-08,49.6,Russian Highways BO-005P-02,0.0,0,True
RU000A106J38,TQCB,1000.0,99.81,92.25,182,18.5,2026-07-08,2028-07-05,84.64,TransFin-M 001P-09,23.54,20,True
RU000A106J61,TQCB,175.0,99.86,4.8,91,11.0,2026-07-07,2026-07-07,4.06,Praktika LK 001P-01,14.23,14,True
RU000A106JL9,TQCB,1000.0,48.8,0.5,1837,0.01,2030-08-05,2030-08-05,0.0,Sber CIB-CO-544,0.0,0,True
RU000A106JP0,TQCB,1000.0,84.8,0.3,1111,0.01,2028-08-15,2028-08-15,0.0,Sber CIB-CO-546,0.0,0,True
RU000A106JQ8,TQCB,1000.0,69.99,0.5,1837,0.01,2030-08-19,2030-08-19,0.0,Sber CIB-CO-547,0.0,0,True
RU000A106JR6,TQCB,1000.0,44.99,0.31,1127,0.01,2028-08-30,2028-08-30,0.0,Sber CIB-CO-548,0.0,0,True
RU000A106JS4,TQCB,1000.0,52.4,0.5,1834,0.01,2030-08-13,2030-08-13,0.0,Sber CIB-CO-549,0.0,0,True
RU000A106JT2,TQCB,1000.0,83.1,0.3,1106,0.01,2028-09-01,2028-09-01,0.0,Sber CIB-CO-550,0.0,0,True
RU000A106JX4,TQCB,1000.0,99.3,0.0,182,,2026-07-10,2028-07-07,76.27,Eurasian Develop Bank P03-08,17.94,614,True
RU000A106JZ9,TQCB,250.0,99.73,6.61,91,10.6,2026-07-10,2026-07-10,5.37,Bashkir soda company 1P-03,16.95,17,True
RU000A106K27,TQCB,1000.0,100.35,41.14,91,16.5,2026-07-13,2038-06-28,32.1,Medsi group 001P-03,17.5,109,True
RU000A106K35,TQCB,1000.0,101.51,37.4,91,15.0,2026-07-21,2028-07-18,25.89,AVTOBAN-Finance B0-P04,10.33,203,True
RU000A106K43,TQCB,1000.0,98.63,13.16,31,15.5,2026-07-06,2028-07-19,7.64,RZD BO 001P-26R,15.27,655,True
RU000A106KT0,TQCB,40.0,99.76,0.48,30,14.75,2026-07-03,2026-07-03,0.32,MigCredit BO-02,26.97,10,True
RU000A106KW4,TQCB,30.5,,0.25,30,10.0,2026-07-04,2026-07-04,0.16,Element Leasing BO 001P-05,0.0,0,True
RU000A106L18,TQCB,1000.0,78.6,0.01,28,0.01,2026-07-20,2028-08-21,0.0,SberIOS 001P-577R 5Y AC MOEXOG,0.0,0,True
RU000A106L67,TQCB,1000.0,99.04,13.56,30,16.5,2026-07-08,2026-07-08,6.78,Kirillitsa2,86.72,15,True
RU000A106LL5,TQCB,1000.0,98.69,0.0,91,,2026-09-02,2032-08-25,8.69,VEB.RF PBO-002P-37,15.63,1517,True
RU000A106LZ5,TQCB,1000.0,105.6,0.1,364,0.01,2026-08-21,2026-08-21,0.0,SberIOS 001P-578R 3Y AC SBER,0.0,0,True
RU000A106M09,TQCB,1000.0,79.4,0.02,91,0.01,2026-09-07,2028-08-24,0.0,SberIOS 001P-579R 5Y AC MOEX,0.0,0,True
RU000A106M41,TQCB,1000.0,107.52,23.68,91,9.5,2026-07-23,2026-07-23,15.88,Bank VTB B-1-329,3.76,30,True
RU000A106MQ2,TQCB,1000.0,98.55,0.02,91,0.01,2026-07-27,2026-07-27,0.02,Bank VTB B-1-330,17.1,34,True
RU000A106MS8,TQCB,5000000.0,82.49,321865.75,182,12.91,2026-07-27,0000-00-00,261736.99,GazpromKapital 002B-01,16.55,0,True
RU000A106MV2,TQCB,1000.0,87.32,39.89,91,16.0,2026-07-28,2028-01-25,24.55,MGKL 001P-04,30.35,506,True
RU000A106MW0,TQCB,1000.0,93.59,32.04,91,12.85,2026-07-28,2027-07-27,19.72,TGK-14 001P-02,21.7,370,True
RU000A106NT4,TQCB,250.0,99.29,9.04,91,14.5,2026-07-30,2026-07-30,5.36,PIM BO-02,20.4,37,True
RU000A106P06,TQCB,1000.0,94.75,59.84,182,12.0,2026-07-31,2028-07-28,47.34,Vostochnaya Stevedoring 1P-04R,15.61,665,True
RU000A106P63,TQCB,500.0,99.36,17.45,91,14.0,2026-08-06,2026-08-06,9.01,FES-Agro 001P-01,22.17,44,True
RU000A106P97,TQCB,1000.0,99.56,0.0,91,,2026-08-27,2027-08-26,10.97,SPC DOM.RF 6,15.55,398,True
RU000A106PW3,TQCB,1000.0,98.73,63.08,182,12.65,2026-08-11,2028-08-08,46.09,New technologies BO-02,26.4,51,True
RU000A106PY9,TQCB,440.0,98.1,6.15,30,17.0,2026-06-24,2026-07-24,5.94,Neoleasing BO-1,47.53,31,True
RU000A106Q47,TQCB,1000.0,98.29,13.15,30,16.0,2026-06-25,2027-01-21,12.27,Fordewind 03,23.41,131,True
RU000A106QL4,TQCB,1000.0,76.9,0.01,29,0.01,2026-07-17,2028-09-12,0.0,SberIOS 001P-580R 5Y AC IMOEX,0.0,0,True
RU000A106R12,TQCB,1000.0,98.83,38.64,91,15.5,2026-08-12,2026-08-12,17.41,EconomLeasing 001P-05,27.25,50,True
RU000A106R53,TQCB,1000.0,99.56,30.34,91,12.17,2026-08-12,2026-08-12,13.67,Russian Highways BO-005P-03,16.36,50,True
RU000A106R79,TQCB,600.0,86.23,23.93,91,16.0,2026-08-13,2028-08-10,10.52,ENERGONICA 001P-04,33.31,424,True
RU000A106R95,TQCB,1000.0,99.62,66.32,182,13.3,2026-08-14,2026-08-14,47.37,Selectel 001P-03R,15.8,52,True
RU000A106RB3,TQCB,1000.0,98.99,42.38,91,17.0,2026-08-14,2026-08-14,18.16,LCA PKO BO-01-001P,26.58,52,True
RU000A106RJ6,TQCB,1000.0,99.68,32.41,91,13.0,2026-08-17,2026-08-17,12.82,Ozon 001P-02,17.74,55,True
RU000A106RR9,TQCB,1000.0,100.01,0.0,91,,2026-08-17,2028-08-14,15.21,Gazprom capital BO-002P-01,14.25,0,True
RU000A106RS7,TQCB,1000.0,100.0,0.0,91,,2026-08-17,2028-08-14,15.21,Gazprom capital BO-002P-02,14.25,0,True
RU000A106RT5,TQCB,1000.0,100.0,0.0,91,,2026-08-17,2028-08-14,15.21,Gazprom capital BO-002P-03,14.25,0,True
RU000A106RY5,TQCB,1000.0,98.37,0.1,365,0.01,2026-09-24,2026-09-24,0.0,SberIOS 001P-581R 3Y AC ROSN,0.0,0,True
RU000A106RZ2,TQCB,1000.0,,0.3,1096,0.01,2026-09-14,2026-09-14,0.0,SFO BCS Structured Notes 07,0.0,0,True
RU000A106S03,TQCB,1000.0,,0.3,1095,0.01,2026-08-30,2026-08-30,0.0,SFO BCS Structured Notes 06,0.0,0,True
RU000A106S11,TQCB,1000.0,100.0,0.5,1837,0.01,2028-09-17,2028-09-17,0.0,SFO BCS Structured Notes 08,0.0,0,True
RU000A106S29,TQCB,1000.0,100.0,0.0,91,,2026-08-20,2028-08-17,13.94,Gazprom capital BO-002P-04,14.26,0,True
RU000A106S37,TQCB,1000.0,100.0,0.0,91,,2026-08-20,2028-08-17,13.94,Gazprom capital BO-002P-05,14.26,0,True
RU000A106S52,TQCB,1000.0,100.0,0.0,91,,2026-08-20,2028-08-17,13.94,Gazprom capital BO-002P-06,14.26,0,True
RU000A106SD7,TQCB,1000.0,78.0,0.01,34,0.01,2026-07-02,2028-09-22,0.0,SberIOS 001P-582R 5Y AC IMOEX,0.0,0,True
RU000A106SE5,TQCB,1000.0,98.61,13.97,30,17.0,2026-07-13,2027-02-08,4.66,Fordewind 04,22.87,149,True
RU000A106SF2,TQCB,175.0,99.37,5.89,91,13.5,2026-08-24,2026-08-24,1.88,INTERLISING 001P-06,18.8,62,True
RU000A106SL0,TQCB,250.0,99.13,2.98,30,14.5,2026-07-14,2026-08-13,0.89,ISTRSIR BO-02,16.17,51,True
RU000A106SM8,TQCB,1000.0,100.0,0.0,91,,2026-08-25,2028-08-22,11.82,Gazprom capital BO-002P-07,14.16,0,True
RU000A106SP1,TQCB,500.0,99.4,15.27,91,12.25,2026-08-25,2026-08-25,4.7,HC Novotrans 001P-04,18.01,63,True
RU000A106SQ9,TQCB,1000.0,100.0,0.0,91,,2026-08-25,2028-08-22,11.82,Gazprom capital BO-002P-08,14.16,0,True
RU000A106SV9,TQCB,1000.0,11.6,0.3,1112,0.01,2026-09-23,2026-09-23,0.0,Sber CIB-CO-621,0.0,0,True
RU000A106T85,TQCB,656.3,78.33,8.77,30,16.25,2026-07-16,2028-08-04,2.05,CONTROL leasing 001P-01,53.56,348,True
RU000A106T93,TQCB,1000.0,,27.92,91,11.2,2026-08-27,2026-08-27,7.98,Rostelecom 002P-11R,0.0,0,True
RU000A106TM6,TQCB,1000.0,99.77,11.92,30,14.5,2026-07-01,2026-09-01,8.74,Bank VTB B-1-343,17.9,69,True
RU000A106TQ7,TQCB,1000.0,,18.2,91,7.3,2026-07-19,2027-04-18,13.0,VimpelKom 002P-03,0.0,0,True
RU000A106TR5,TQCB,1000.0,91.65,24.56,91,9.85,2026-08-17,2029-02-12,9.72,VimpelKom 003P-03,14.38,847,True
RU000A106TS3,TQCB,1000.0,,26.3,91,10.55,2026-08-17,2028-02-14,10.41,VimpelKom 003P-02,0.0,0,True
RU000A106TT1,TQCB,1000.0,94.8,0.3,1100,0.01,2026-09-18,2026-09-18,0.0,SberIOS 001P-584R IMOEX CS,0.0,0,True
RU000A106TU9,TQCB,1000.0,,0.3,1102,0.01,2026-10-01,2026-10-01,0.0,SberIOS 001P-585R IMOEX CS,0.0,0,True
RU000A106TV7,TQCB,1000.0,91.46,20.0,91,8.02,2026-07-16,2029-03-09,14.94,VimpelKom 003P-04,8.71,882,True
RU000A106U33,TQCB,1000.0,95.41,0.05,182,0.01,2026-09-24,2026-10-08,0.02,Bank VTB B-1-338,17.4,0,True
RU000A106U90,TQCB,1000.0,98.6,36.15,91,14.5,2026-09-03,2026-09-03,7.55,Project 111 001P-01,24.67,72,True
RU000A106UA9,TQCB,900.0,83.15,11.1,30,15.0,2026-06-23,2027-08-17,0.0,SMAK BO-P02,37.61,289,True
RU000A106UB7,TQCB,1000.0,97.02,13.56,30,16.5,2026-06-23,2026-08-22,0.0,Kirillitsa3,43.41,60,True
RU000A106UK8,TQCB,120.0,100.57,2.22,30,22.5,2026-06-23,2026-08-22,0.0,MigCredit BO-03,18.84,45,True
RU000A106UL6,TQCB,1000.0,98.91,39.89,91,16.0,2026-09-04,2027-09-03,7.89,ElAp BO-02,19.39,403,True
RU000A106UW3,TQCB,1000.0,88.61,11.26,30,13.7,2026-06-24,2027-08-18,10.88,Carsharing Russia 001P-03,29.61,385,True
RU000A106VN0,TQCB,1000.0,98.0,14.79,30,18.0,2026-06-28,2026-08-27,12.33,TRDB BO-01,43.12,64,True
RU000A106VS9,TQCB,1000.0,116.99,0.1,365,0.01,2026-10-30,2026-10-30,0.06,ALFA-BANK 001P-06,-35.84,0,True
RU000A106VV3,TQCB,1000.0,99.81,13.16,31,15.49,2026-07-02,2027-09-09,9.34,RZD BO 001P-27R,15.23,405,True
RU000A106W49,TQCB,1000.0,95.0,97.23,182,19.5,2026-09-11,2027-03-12,54.49,Solid-Leasing BO-01,30.77,245,True
RU000A106WW9,TQCB,1000.0,99.74,0.0,91,,2026-07-22,2029-07-18,26.94,VEB.RF PBO-002P-38,14.9,903,True
RU000A106WZ2,TQCB,1000.0,98.53,59.84,91,24.0,2026-09-15,2027-09-14,4.6,APRI BO-002P-03,34.19,97,True
RU000A106XD7,TQCB,10240.46,92.64,137.15,91,5.5,2026-07-09,2030-01-03,113.04,Seligdar GOLD02,7.72,1163,True
RU000A106XJ4,TQCB,1000.0,99.5,33.66,91,13.5,2026-09-17,2026-09-17,1.85,BUSINESS ALLIANCE 001P-02,22.16,86,True
RU000A106XM8,TQCB,1000.0,,34.88,91,13.99,2026-07-24,2026-09-18,23.0,Russian Highways BO-005P-04,0.0,0,True
RU000A106XQ9,TQCB,1000.0,93.7,0.1,365,0.01,2026-10-22,2026-10-22,0.0,SberIOS 001P-586R 3Y AC MOEX,0.0,0,True
RU000A106XR7,TQCB,1000.0,81.6,0.01,32,0.01,2026-07-07,2028-10-27,0.0,SberIOS 001P-588R 5Y AC MOEXFN,0.0,0,True
RU000A106XT3,TQCB,1000.0,99.88,13.56,30,16.5,2026-07-11,2026-09-09,5.42,ID Collect 04,20.91,77,True
RU000A106Y70,TQCB,700.0,79.9,31.41,91,18.0,2026-06-23,2027-09-21,0.0,Alfa Don Trans 001P-01,64.68,267,True
RU000A106Y88,TQCB,750.1,97.69,9.25,30,15.0,2026-07-12,2027-03-09,3.39,MFC WEBBANKER 04,24.34,133,True
RU000A106YD5,TQCB,1000.0,94.51,42.76,91,17.15,2026-06-24,2026-09-23,42.29,PLAZA BO01,51.0,88,False
RU000A106YE3,TQCB,1000.0,99.25,34.28,91,13.75,2026-06-24,2028-09-20,33.9,Magadan Region 2023,15.5,427,True
RU000A106YH6,TQCB,1000.0,98.28,60.49,184,12.0,2026-09-27,2033-09-27,28.93,Gazprombank BO 003P-01P,13.96,270,True
RU000A106YL8,TQCB,1000.0,93.93,41.14,91,16.5,2026-06-25,2027-06-24,40.23,AGTK BO-03,33.05,208,True
RU000A106YN4,TQCB,1000.0,97.26,13.15,30,16.0,2026-07-14,2026-09-12,3.95,GrupPro1P3,30.32,80,True
RU000A106YR5,TQCB,739.61,97.83,6.58,31,10.475,2026-06-23,2033-09-23,0.0,DOM.RF Mortgage agent BO 1P37,0.0,0,True
RU000A106Z38,TQCB,300.0,99.36,11.52,91,15.4,2026-06-30,2026-09-29,10.63,G-group 2P3,24.01,50,True
RU000A106Z46,TQCB,1000.0,93.86,0.0,91,,2026-06-30,2027-09-28,37.43,Sistema PJSFC 001P-26,22.08,411,True
RU000A106ZK7,TQCB,10000000.0,,747945.21,182,15.0,2026-07-03,2078-10-28,706849.32,Gazprombank GPB-T2-05P,0.0,0,True
RU000A106ZL5,TQCB,1000.0,96.85,13.17,31,15.51,2026-06-23,2030-09-20,0.0,RZD BO 001P-28R,15.82,1176,True
RU000A106ZM3,TQCB,179.6,,4.48,91,10.0,2026-08-18,2028-11-14,1.72,SPE Orion Finance 01,0.0,0,True
RU000A106ZP6,TQCB,299.97,99.19,3.33,30,13.5,2026-07-03,2032-12-03,2.22,SFO VTB RKS Etalon 03,16.14,161,True
RU000A106ZQ4,TQCB,1000.0,97.14,17.67,30,21.5,2026-07-21,2028-09-08,1.18,Ferrum BP1,36.97,105,True
RU000A106ZU6,TQCB,1000.0,99.04,40.39,91,16.2,2026-07-08,2028-10-04,33.73,RusHydro BO-P12,14.64,705,True
RU000A107001,TQCB,1000.0,,140.0,365,14.0,2026-10-09,2028-10-08,98.58,Maestro001P-01,0.0,0,True
RU000A107050,TQCB,1000.0,99.15,0.0,91,,2026-07-07,2028-04-04,32.86,Gazprom capital BO-002P-09,15.13,567,True
RU000A107076,TQCB,1000.0,100.45,18.49,30,22.5,2026-06-26,2028-09-13,16.64,LC Rodelen BO 002P-01,25.58,96,True
RU000A107084,TQCB,1000.0,99.13,0.0,91,,2026-07-07,2028-04-04,32.86,Gazprom capital BO-002P-10,15.11,567,True
RU000A1070A3,TQCB,1000.0,98.38,34.9,91,14.0,2026-07-08,2026-10-07,29.15,Okhta Group BO-P03,21.23,103,True
RU000A1070G0,TQCB,1000.0,97.08,12.33,30,15.0,2026-06-27,2027-03-24,10.68,MFC Bistrodengi 002P-03,25.31,191,True
RU000A1070L0,TQCB,1000.0,100.2,38.27,91,15.35,2026-07-10,2026-10-09,31.12,YATEC 001P-03,16.41,105,True
RU000A1070U1,TQCB,1000.0,,0.3,1106,0.01,2026-11-04,2026-11-04,0.0,SFO BCS Structured Notes 09,0.0,0,True
RU000A1070V9,TQCB,1000.0,,0.3,1106,0.01,2026-11-27,2026-11-27,0.0,SFO BCS Structured Notes 10,0.0,0,True
RU000A1070W7,TQCB,1000.0,,0.3,1106,0.01,2026-12-04,2026-12-04,0.0,SFO BCS Structured Notes 11,0.0,0,True
RU000A1070X5,TQCB,340.0,99.5,3.35,30,12.0,2026-07-02,2026-09-30,2.35,ABZ-1 001P-05,21.01,54,True
RU000A1071Q7,TQCB,700.0,99.77,25.31,91,14.5,2026-07-15,2026-10-14,19.19,MOTORICA BO-01,16.56,72,True
RU000A1071U9,TQCB,113.6,99.9,1.45,30,15.5,2026-07-04,2026-10-02,0.92,Element Leasing BO 001P-06,16.23,56,True
RU000A1071Z8,TQCB,1000.0,100.07,16.03,30,19.5,2026-07-05,2026-10-03,9.62,ID Collect 05,20.85,99,True
RU000A107209,TQCB,1000.0,96.23,17.67,30,21.5,2026-07-05,2027-09-28,10.6,Siberian Glass BO-P04,29.54,391,True
RU000A107217,TQCB,1000.0,101.12,16.99,31,20.0,2026-07-07,2028-11-21,9.32,ARENZA-PRO 001P-03,19.94,136,True
RU000A107225,TQCB,1000.0,99.45,39.89,91,16.0,2026-07-16,2026-10-15,29.81,AFANASIY BO-01,20.14,110,True
RU000A107407,TQCB,1000.0,53.51,0.3,1092,0.01,2026-12-18,2026-12-18,0.25,Bank VTB C-1-800,0.0,0,True
RU000A107456,TQCB,1000.0,100.05,0.0,91,,2026-07-22,2026-10-21,27.88,MTS-Bank 001P-03,16.88,116,True
RU000A107464,TQCB,1000.0,82.5,0.01,32,0.01,2026-07-21,2028-11-13,0.0,SberIOS 001P-590R 5Y AC MOEXFN,0.0,0,True
RU000A107480,TQCB,1000.0,90.01,13.15,30,16.0,2026-07-09,2028-09-26,6.14,LIZING-TREYD 001P-10,27.98,417,True
RU000A1074A5,TQCB,713.96,,4.76,31,7.85,2026-06-28,2033-09-28,3.99,DOM.RF Mortgage agent BO 1P38,0.0,0,True
RU000A1074E7,TQCB,500.0,97.66,24.93,91,20.0,2026-07-21,2026-10-20,17.26,RUSSOIL BO-01,43.05,71,True
RU000A1074F4,TQCB,1000.0,97.54,12.33,30,15.0,2026-07-10,2026-10-08,5.34,Money Kapital 001P-01,28.76,105,True
RU000A1074M0,TQCB,1000.0,,0.3,1105,0.01,2027-03-01,2027-03-01,0.0,SFO BCS Structured Notes 13,0.0,0,True
RU000A1074N8,TQCB,160.0,99.93,2.13,31,15.7,2026-07-13,2026-11-14,0.76,Praktika LK 001P-02,17.92,84,True
RU000A1074S7,TQCB,1000.0,78.6,0.01,31,0.01,2026-07-10,2028-11-30,0.0,SberIOS 001P-591R 5Y AC MOEXOG,0.0,0,True
RU000A1074T5,TQCB,1000.0,,0.1,365,0.01,2026-11-29,2026-11-29,0.06,ALFA-BANK 001P-09,0.0,0,True
RU000A1075E4,TQCB,1000.0,99.03,0.0,91,,2026-07-28,2027-10-26,23.68,MTS 002P-01,15.76,444,True
RU000A1075J3,TQCB,1000.0,98.0,0.0,91,,2026-07-29,2033-10-19,24.76,RESO-LEASING BO-02P-05,17.67,446,True
RU000A1075R6,TQCB,1000.0,99.34,15.62,30,19.0,2026-07-19,2026-10-17,2.08,REGION-PRODUCT BO 001P-04,26.72,113,True
RU000A1075S4,TQCB,1000.0,100.05,12.82,30,15.6,2026-07-19,2026-10-17,1.71,X5 FINANSE 003P-02,15.43,114,True
RU000A107605,TQCB,1000.0,99.16,0.0,91,,2026-08-04,2027-11-02,20.73,Gazprom Neft 003P-07R,15.55,451,True
RU000A107621,TQCB,1000.0,,0.3,1103,0.01,2027-03-08,2027-03-08,0.0,SFO BCS Structured Notes 16,0.0,0,True
RU000A1076A0,TQCB,1000.0,89.94,11.51,30,14.0,2026-06-25,2028-10-12,10.74,Balti-GRAND BO-P06,25.92,395,True
RU000A107720,TQCB,278.5,99.11,4.17,31,17.65,2026-07-02,2026-11-10,2.96,MK Leasing BO-01,24.18,70,True
RU000A107738,TQCB,1000.0,101.6285,28.16,92,11.262,2026-09-15,0000-00-00,183.5975,TBank TCS-perp1,11.02,0,True
RU000A107746,TQCB,1000.0,86.0,15.0,92,6.0,2026-09-20,0000-00-00,36.7195,TBank TCS-perp2,6.93,0,True
RU000A107795,TQCB,500.0,98.66,6.58,30,16.0,2026-07-02,2026-10-30,4.6,MFC Lime-Zaim 04,22.83,125,True
RU000A1077V4,TQCB,1000.0,100.4,41.14,91,16.5,2026-08-13,2033-11-03,18.08,EXIMBANK OF RUSSIA 002P-04,16.24,143,True
RU000A1077X0,TQCB,200.0,100.02,2.63,30,16.0,2026-07-03,2026-10-31,1.75,INTERLISING 001P-07,18.72,68,True
RU000A1078K5,TQCB,1000.0,92.53,15.41,30,18.75,2026-07-08,2027-10-31,7.71,Ultra BO-02,28.72,434,True
RU000A1078S8,TQCB,1000.0,97.95,0.0,91,,2026-08-19,2028-11-15,14.32,MTS 002P-02,15.51,747,True
RU000A1078X8,TQCB,482.3,88.81,6.94,30,17.5,2026-07-10,2028-10-27,3.01,DirectLeasing BO 002P-02,31.61,365,True
RU000A1078Y6,TQCB,1000.0,97.69,39.89,91,16.0,2026-08-20,2026-11-19,14.47,EconomLeasing 001P-06,23.08,145,True
RU000A107936,TQCB,1000.0,100.97,31.29,91,12.55,2026-08-21,2030-11-15,11.0,RZD BO 001P-29R,13.8,1243,True
RU000A107977,TQCB,1000.0,,0.1,365,0.01,2027-01-31,2028-01-31,0.04,ALFA-BANK 001P-10,0.0,0,True
RU000A107985,TQCB,1000.0,83.8,0.01,33,0.01,2026-07-08,2028-12-28,0.0,SberIOS 001P-595R 5Y AC MOEXFN,0.0,0,True
RU000A1079G1,TQCB,1000.0,97.6,12.33,30,15.0,2026-07-15,2026-11-12,3.29,Money Kapital 001P-02,33.14,80,True
RU000A1079S6,TQCB,1000.0,99.11,0.0,91,,2026-08-25,2027-11-23,12.04,METALLOINVEST 001P-06,15.87,471,True
RU000A107A28,TQCB,1000.0,99.94,32.14,92,12.75,2026-08-28,2026-11-28,9.08,Gazprombank BO 005P-01P,14.41,155,True
RU000A107A93,TQCB,1000.0,94.12,20.55,30,25.0,2026-07-17,2028-11-03,4.11,SNHT BO-03,88.73,62,True
RU000A107AG6,TQCB,1000.0,99.73,12.66,30,15.4,2026-07-22,2027-05-18,0.42,Rosseti Centr 001P-03,15.63,310,True
RU000A107AM4,TQCB,1000.0,99.8,33.03,91,13.25,2026-08-27,2026-11-26,9.44,ALFA-BANK 002P-25,15.17,153,True
RU000A107AS1,TQCB,1000.0,99.0,0.1,365,0.01,2026-12-27,2026-12-27,0.05,Gazprombank BO 004P-01,18.19,187,True
RU000A107AU7,TQCB,1000.0,98.18,0.0,91,,2026-08-27,2030-05-23,11.07,VEB.RF PBO-002P-39,15.26,1111,True
RU000A107AW3,TQCB,500.0,99.47,19.95,91,16.0,2026-08-28,2026-11-27,5.48,Aerofuels 002P-02,20.26,110,True
RU000A107AZ6,TQCB,209.6,99.4,2.58,30,15.0,2026-07-18,2026-11-15,0.43,MFC Summit 001P-02,18.78,84,True
RU000A107B19,TQCB,1000.0,96.76,31.79,91,12.75,2026-07-18,2030-11-22,23.05,Novosibirsk region 35023,15.23,843,True
RU000A107B35,TQCB,1000.0,99.6,11.92,30,14.5,2026-07-01,2026-12-01,8.74,Bank VTB B-1-346,16.64,156,True
RU000A107B43,TQCB,1000.0,97.5,23.25,184,4.65,2026-09-10,2027-03-10,976.7387,GTLK ZO27-D,8.5,256,True
RU000A107B84,TQCB,1000.0,76.3884,19.0,92,7.6,2026-08-17,0000-00-00,558.1364,Sovkombank SZO-01,9.94,0,True
RU000A107BH2,TQCB,1000.0,97.64,15.62,30,19.0,2026-07-22,2026-11-19,0.52,ELS BO-01-001P,31.33,119,True
RU000A107BP5,TQCB,1000.0,98.08,0.0,91,,2026-09-02,2026-09-02,9.79,Segezha Group 003P-03R,33.29,71,True
RU000A107C00,TQCB,1000.0,101.98,14.79,30,18.0,2026-06-24,2027-11-16,14.3,ISTRSIR BO-03,19.86,352,True
RU000A107C26,TQCB,5000000.0,,367739.73,182,14.75,2026-07-03,0000-00-00,347534.25,Gazprom capital 003B-01,0.0,0,True
RU000A107C34,TQCB,502.0,99.64,7.43,30,18.0,2026-06-24,2026-11-21,7.18,ID Collect 06,22.17,74,True
RU000A107C59,TQCB,1000.0,93.5,25.82,92,10.328,2026-08-06,0000-00-00,989.95772,Sovkombank SZO-02,11.05,0,True
RU000A107C67,TQCB,1000.0,99.4007,14.0,183,2.8,2026-10-27,2026-10-27,320.19404,MMC NORILSK NICKEL ZO26-D,2.75,126,True
RU000A107C75,TQCB,1000.0,93.33,0.1,365,0.01,2026-10-02,2026-10-02,0.07,Investment bonds 01,-5.13,101,True
RU000A107C91,TQCB,200.08,99.46,2.63,30,16.0,2026-06-25,2026-11-22,2.46,MSBLis3P02,20.96,75,True
